Title,Price (PKR),Beds,Baths,Area (Marla),Price Per Marla,Area,Block,Phase,Sector
Two Bedroom Flat For Sale In Defence Residency DHA 2 Islamabad,7500000.0,2.0,2.0,3.6,2083333.3333333333,Defence Residency,,,
1 Kanal Double Unit Designer House For Sale At Peak Location In DHA-2,72500000.0,6.0,7.0,14.0,5178571.428571428,DHA Defence Phase 2,,,
Well-Constructed Brand New House Available For Sale In DHA 2,95000000.0,6.0,7.0,20.0,4750000.0,DHA Defence Phase 2,,,
Royal Palace Of 20 Marla At DHA Phase 2 For Sale,125000000.0,5.0,6.0,20.0,6250000.0,DHA Defence Phase 2,,,
Luxury Corner House Is Available For Sale In DHA Defence Phase 5 Islamabad,33000000.0,4.0,5.0,5.0,6600000.0,DHA Defence Phase 5,,,
A House Of 2275 Square Feet In Islamabad,57500000.0,5.0,6.0,10.1,5693069.306930693,MPCHS,"Block C1, MPCHS",,
10 Marla Elegant Sunfacing House Available For Sale On Reasonable Price,45000000.0,5.0,6.0,10.0,4500000.0,Bahria Enclave,,,
Elegant 2 BHK Apartment At NORA RESIDENCES ISLAMABAD On 3 Year Easy Installment Plan,11100000.000000002,2.0,2.0,5.3,2094339.6226415096,DHA Phase 5,,"Downtown, DHA Defence Phase 5",
1200 Square Yard House For Sale,600000000.0,6.0,6.0,48.0,12500000.0,,,,F-7
House For Sale In I_8/2,110000000.0,5.0,6.0,10.0,11000000.0,I-8,,,I-8/2
"I-8/2, 40X80 Brend New House For Sale 70 Feet Wide Road, Sun Facing",177500000.0,6.0,7.0,12.0,14791666.666666666,I-8,,,I-8/2
6 Marla Beautiful House Available For Sale In Dha Phase 2 Islamabad,45000000.0,4.0,5.0,5.0,9000000.0,DHA Defence Phase 2,,,
HOUSE FOR SALE IN G 6 ISLAMABAD,250000000.0,6.0,6.0,24.0,10416666.666666666,G-6,,,G-6/4
2 BED RESIDENTIAL APARTMENT,7000000.0,2.0,2.0,4.7,1489361.7021276597,Faisal Town Phase 1,"Block A, Faisal Town Phase 1",,
Gomal Road House Available For Sale On Investor Price,650000000.0,8.0,4.0,42.0,15476190.476190476,,,,E-7
Dha Phase 1 Brand New 8 Marla House For Sale,49000000.0,6.0,6.0,8.0,6125000.0,DHA Phase 1,,"Sector B1, DHA Defence Phase 1",
7 Marla Double Storey House For Sale,35000000.0,6.0,6.0,7.0,5000000.0,Ghauri Town Phase 4A,,,
5 Marla Double Storey House For Sale,21500000.0,4.0,6.0,5.0,4300000.0,Ghauri Town Phase 4A,,,
A 3 Bedroom Apartment Available For Sale in Defence Residency Al Ghurair Giga Block-15 DHA Phase-II Islamabad,15500000.0,3.0,3.0,7.3,2123287.671232877,Al-Ghurair Giga,"Block 15, Al-Ghurair Giga",,
2 Bed Apartment Available For Sale In G-15 Islamabad,6100000.0,2.0,2.0,2.9,2103448.275862069,,,,G-15
Beautiful Prime Location Single Unit House For Sale In F Block Mpchs Multi Garden B-17 Islamabad,23000000.0,4.0,4.0,5.0,4600000.0,MPCHS,,,B-17
Brand New Lavish Double Unit For Sale In DHA-2,124500000.0,5.0,6.0,20.0,6225000.0,DHA Defence Phase 2,,,
A Lavish Well Designed House For Sale In DHA-2,96500000.0,5.0,7.0,20.0,4825000.0,DHA Defence Phase 2,,,
Ground Floor Brand New Apartment For Sale,34500000.0,3.0,4.0,11.9,2899159.663865546,"Askari Heights 4, DHA Phase 5",,,
E-7 House For Sale.,900000000.0,6.0,6.0,42.0,21428571.42857143,,,,E-7
Luxury 2 Bed Apartment For Sale In G15 Islamabad,5800000.0,2.0,2.0,3.0,1933333.3333333333,G-15,,,G-15
2 Bed Unfurnished Flat Available For Slae,14200000.0,2.0,2.0,4.7,3021276.5957446806,E-11,,,E-11/2
3 Bed Room Apartment Available For Sale,20500000.0,3.0,3.0,6.2,3306451.6129032257,,,,E-11
Apollo 3 BR ! Spacious Apartment For Sale,22000000.0,3.0,3.0,6.2,3548387.096774193,E-11/4,,,E-11/4
Renovated 5-Bedroom House for Sale in F-7 Islamabad,270000000.0,5.0,6.0,22.0,12272727.272727272,,,,F-7
Highly-Desirable House Available In I-8/4 For Sale,139500000.0,6.0,6.0,14.0,9964285.714285716,I-8,,,I-8/4
Brand New House For Sale In G-11,165000000.0,6.0,6.0,20.0,8250000.0,,,,G-11
5 Marla House Available For Sale,33000000.0,3.0,4.0,5.0,6600000.0,DHA Defence Phase 5,,,
B-17 II 40x80 Luxury House II For Sale II Best Location Near to MDR,88000000.0,6.0,6.0,14.0,6285714.285714285,,,,B-17
"Luxury 1Bedroom Unit Near Giga Mall, Defence Executive, DHAII Islamabad",11000000.0,1.0,1.0,4.8,2291666.666666667,Defence Executive Apartments,,,
Bahria Enclave Islambad Sector H 5 Marla Fully Furnished House Available For Sale,31500000.0,3.0,3.0,5.0,6300000.0,Bahria Enclave,,,
Brand New House Available For Sale In Sector F-11/2.,300000000.0,9.0,6.0,26.0,11538461.538461538,F-11,,,F-11/2
Brand New House Available for Sale In Sector C-1 Bahria Enclave Islamabad.,48000000.0,5.0,6.0,10.0,4800000.0,Bahria Enclave,,,
Brand New House Available For Sale In Sector A Bahria Enclave Islamabad.,54000000.0,5.0,6.0,10.0,5400000.0,Bahria Enclave,,,
"Prime Investment Opportunity: Demolished House In F-7, CDA Transfer, 60x100",260000000.0,5.0,5.0,26.0,10000000.0,,,,F-7
Luxurious 6-Bedroom House For Sale In Prime Location,450000000.0,6.0,6.0,40.0,11250000.0,,,,F-7
Beautiful Prime Location Modern Design Double Highted Kanal House For Sale In Mpchs Multi Garden B-17 Islamabad,85000000.0,7.0,6.0,20.0,4250000.0,MPCHS,,,B-17
"8 Marla Brand New House For Sale In Multi Gardens B-17 (MPCHS), Islamabad FMC",39500000.0,4.0,6.0,8.0,4937500.0,MPCHS,,,B-17
Beautiful Prime Location Modern Single Unit House 25*50 For Sale In F Block Mpchs Multi Garden B-17 Islamabad,20000000.0,3.0,4.0,5.0,4000000.0,MPCHS,,,B-17
KANAL LUXURY BRAND NEW HOUSE FOR SALE DHA DEFENCE PHASE 1,90000000.0,5.0,6.0,20.0,4500000.0,DHA Defence Phase 1,,,
House For Sale I-10 Islamabad,23500000.0,4.0,2.0,4.0,5875000.0,,,,I-10
1 BED ROOM LUXURY APARTMENT IN THE MIDDLE OF PARK-VIEW CITY DOWNTOWN,27000000.0,1.0,1.0,3.1,8709677.41935484,Park View City,"Downtown Block, Park View City",,
Fully Furnished 2 Bed Flat For Sale,11500000.0,2.0,2.0,4.4,2613636.3636363638,,,,E-11
1 Bed Furnished Flat Available For Sale,12300000.0,1.0,1.0,3.8,3236842.105263158,,,,E-11
2 Bedroom Luxury Furnished Apartment,19000000.0,2.0,3.0,6.2,3064516.129032258,E-11,,,E-11
1 BED ROOM LUXURY FURNISHED APARTMENT IN ISLAMABAD,12500000.0,1.0,2.0,3.8,3289473.6842105263,E-11,,,E-11
1 BED ROOM APARTMENT IN E-11 MARKAZ,9000000.0,1.0,1.0,2.9,3103448.275862069,E-11,,,E-11/2
1 Bed Room Flat Available For Sale Investor Rate,11500000.0,1.0,1.0,3.3,3484848.484848485,,,,E-11
"Investor Alert E-7 622 Sqyd Brand New House 6Bed Drawing ,Dining 2 TV Lounge with Servant Quarter Peaceful Location for sale",550000000.0,6.0,7.0,24.0,22916666.666666668,,,,E-7
4 Bed Brand New Designer House For Sale On 6 Marla,22000000.0,4.0,6.0,6.0,3666666.6666666665,Bani Gala,,,
Designer House Front Open Available For Sale,53500000.0,5.0,6.0,11.0,4863636.363636363,DHA Phase 3,"Block B, DHA Defence Phase 3",,
Prime Location 1 Kanal House In D-12/4 Is Available For Sale,250000000.0,9.0,6.0,20.0,12500000.0,D-12,,,D-12/4
7 Marla House In Stunning MPCHS - Block C Is Available For Sale,42500000.0,5.0,5.0,7.0,6071428.571428572,MPCHS,"Block C, MPCHS",,
Centrally Located House Available In Faisal Margalla City For sale,23000000.0,,,5.0,4600000.0,B-17,,,B-17
Furnished 3-Bed Golf-Facing Apartment for Sale Ground Floor Eighteen Islamabad,58000000.0,3.0,4.0,9.8,5918367.346938775,Eighteen,,,
Spanish Elegance In The Heart Of F-6,320000000.0,,,20.0,16000000.0,,,,F-6
Investor Opportunity: Corner Property in F-11,190000000.0,,,20.0,9500000.0,,,,F-11
Brand New Corner Double Storey CDA LOP clear Designer House For Sale In Jinnah Garden Phase 1 Islamabad,72500000.0,7.0,6.0,14.2,5105633.802816901,Jinnah Gardens Phase 1,,,
Most Modern Constructed Kanal House,90000000.0,6.0,6.0,20.0,4500000.0,MPCHS,,,B-17
Prime Location House For Sale,750000000.0,10.0,,76.0,9868421.05263158,,,,F-7
Spacious 2-Bed Apartment for Sale in investor Rate 887 Sq. Ft. in Gulberg Greens islamabad,13700000.000000002,2.0,3.0,3.9,3512820.512820513,Gulberg Greens,,,
One Bedroom Non Furnished Apartment Available For Sale In Gulberg Heights Gulberg Green Islamabad,11000000.0,1.0,1.0,3.1,3548387.096774193,Gulberg Heights,,,
2 Bed Room Apartment With 2 Balcony ;Veiw Apartment Available For Sale investor Rate,11000000.0,2.0,2.0,3.5,3142857.1428571427,Gulberg Icon 2,,,
2 Bed Apartment For Sale In Gulberg Greens Islamabad,8400000.0,2.0,2.0,3.2,2625000.0,Gulberg Greens,,,
Exclusive E-11/3 Family Home | Street-End Privacy | 4 Bed + Basement + Lawn,150000000.0,6.0,7.0,20.0,7500000.0,E-11,,,E-11/3
10 Marla Brand New House For Sale Top City-1,42500000.0,5.0,6.0,10.0,4250000.0,Top City 1,,,
10 Marla Brand New luxury House for Sale,44500000.0,5.0,6.0,10.0,4450000.0,Top City 1,,,
Double Storey 4 Marla House For sale In G-11 G-11,37500000.0,3.0,3.0,4.0,9375000.0,,,,G-11
Double Storey New 7 Marla House Available In G-11 For Sale,67500000.0,4.0,4.0,7.0,9642857.142857144,,,,G-11
25 X 40 House Available For Sale In G-13,31500000.0,4.0,5.0,4.4,7159090.909090908,G-13,,,G-13/1
5 Marla House For Sale On Best Price,19000000.0,4.0,5.0,5.0,3800000.0,National Police Foundation O-9,"Block C, National Police Foundation O-9",,O-9
4 Bed Brand New Double Story House For Sale On 1 Kanal,65000000.0,4.0,,20.0,3250000.0,Bani Gala,,,
Beautiful New House For Sale,155000000.0,8.0,6.0,20.0,7750000.0,DHA Phase 2,,"Sector B, DHA Defence Phase 2",
Centrally Located House Available In MPCHS - Block C For Sale,55000000.0,,,12.4,4435483.870967742,MPCHS,"Block C, MPCHS",,
3 Bedroom Apartment For Sale On (Investor Rate) Nearby Masjid &Amp; Family Park In Askari Heights 04 DHA 05 Islamabad,24000000.0,3.0,4.0,12.0,2000000.0,"Askari Heights 4, DHA Phase 5",,,
CDA SECTOR I-10 MARKAZ CORNER FLAT FOR SALE,31000000.0,2.0,1.0,4.2,7380952.380952381,I-10,,,I-10
1245 Square Yards House In F-8/2 Is Best Option,500000000.0,,,50.0,10000000.0,F-8,,,F-8/2
3 Bedroom Apartment for Sale on (Urgent Basis) on (Investor Rate) in Al-Ghurair Giga Islamabad,13300000.0,3.0,4.0,7.0,1900000.0,Defence Residency,,,
10 Marla Beautiful Double Unit Luxury Spanish Design House,43500000.0,5.0,6.0,10.0,4350000.0,Bani Gala,,,
30*50 Cda Transfer Brand New Top Location Big Street House Available In G-9/4,74000000.0,7.0,6.0,6.7,11044776.119402984,G-9,,,G-9/4
1 Kanal House For Sale 15 kv solar Spanish House Corner 9 Bed 3 Story 3 Unit Brand New 20 Marla Extra Land Not Paid Dha Phase 2 Islamabad,165000000.0,9.0,7.0,20.0,8250000.0,DHA Defence Phase 2,,,
Beautiful 4 Bed Double Unit House Available For Sale Ideal Location 50 Feet Street F-11/3,100000000.0,4.0,5.0,10.0,10000000.0,F-11,,,F-11/3
1 Kanal Beautiful 6Bed House Available For Sale Ideal Location E-11,137500000.0,6.0,6.0,20.0,6875000.0,E-11,,,E-11/3
House Available For Sale With Extra Land,550000000.0,6.0,6.0,42.0,13095238.095238095,,,,F-7
"Prime Location, Demolish-Able House For Sale",340000000.0,7.0,,28.0,12142857.142857144,,,,F-7
1 Kanal Beautiful Double Storey House For Sale At Multi Garden B17 Islamabad,85000000.0,6.0,6.0,20.0,4250000.0,,,,B-17
14 MARLA BRAND NEW HOUSE,79000000.0,6.0,6.0,14.0,5642857.142857143,,,,G-14
Sukh Chyn F10 3 Bedrooms Apartment Available For Sale With Modern Infrastructure And Amenities.,90000000.0,3.0,4.0,9.0,10000000.0,F-10,,,F-10
BRAND NEW 50x90 HOUSE WITH FULL BASEMENT,270000000.0,9.0,,20.0,13500000.0,D-12,,,D-12/4
Used 35x70 Investor Price In G-13/4 Islamabad,63500000.0,6.0,6.0,10.0,6350000.0,G-13,,,G-13/4
Brand New 10 Marla Spanish Villa For Sale In DHA Phase 5 Islamabad Emaar Canyon Views,52500000.0,5.0,7.0,10.0,5250000.0,DHA Defence Phase 5,,,
Semi Furnished 1 Kanal High Quality House,139000000.0,5.0,6.0,20.0,6950000.0,DHA Defence Phase 2,,,
7 Bed Designer House In A Peaceful Street,115000000.0,7.0,7.0,20.0,5750000.0,DHA Defence Phase 2,,,
Designer 1 Kanal House Near Central Park DHA-2,145000000.0,5.0,6.0,20.0,7250000.0,DHA Defence Phase 2,,,
6 Marla Brand New House Available For Sale In CDA Sector I-14 Islamabad . Demand 2.9 Crore,29000000.0,5.0,6.0,6.0,4833333.333333333,I-14,,,I-14/4
F-6 SPANISH DESIGN HOUSE,230000000.0,6.0,6.0,10.0,23000000.0,,,,F-6
F-7/3 Brand New Luxurious House,560000000.0,6.0,6.0,24.0,23333333.33333333,,,,F-7
"Extra Ordinary Chelsea Apartments, in Royal Enclave Diplomatic Enclave Facing Margalla Hills Available",75000000.0,2.0,2.0,6.8,11029411.764705883,Diplomatic Enclave,,,
Investment Opportunity! 511 SQYD House is for SALE,250000000.0,5.0,6.0,20.0,12500000.0,,,,F-8
10 Marla House In Beautiful Location Of Bahria Enclave - Sector A In Islamabad,51500000.0,5.0,6.0,10.0,5150000.0,Bahria Enclave,,,
5 Marla Brand New House Double United House Available For Sale,23500000.0,3.0,3.0,5.0,4700000.0,Bahria Enclave,,,
Sector C3 10 Marla Brand New House Heighted Location Excellent Construction Quality Sun Facing Available For Sale,46000000.0,5.0,6.0,10.0,4600000.0,Bahria Enclave,,,
A Block 10 Marla Brand New House For Sale,44000000.0,5.0,6.0,10.0,4400000.0,Top City 1,"Block A, Top City 1",,
Spanish House Solar Installed,80000000.0,6.0,6.0,20.0,4000000.0,Naval Anchorage,,,
3 Bed Flat For Sale In Heights 4 Dha 5,26500000.0,3.0,3.0,10.0,2650000.0,"Askari Heights 4, DHA Phase 5",,,
Beautiful Fully Furnished 2 Bedroom Apartments For Sale,70000000.0,2.0,2.0,7.1,9859154.929577466,Karakoram Diplomatic Enclave,,,
Brand New 10 Marla House Available In Top City 1 - Block A For Sale,44500000.0,6.0,,10.0,4450000.0,Top City 1,"Block A, Top City 1",,
Highly-Desirable On Excellent Location House Available In D-12 For sale,57500000.0,5.0,6.0,5.0,11500000.0,,,,D-12
Fully Renovated House Available For Sale,390000000.0,6.0,6.0,26.0,15000000.0,,,,F-7
Prime Location House Available For Sale In F7,420000000.0,6.0,6.0,36.0,11666666.666666666,,,,F-7
Askari Flat For Sale,32000000.0,3.0,4.0,11.9,2689075.6302521005,Askari Tower 3,,,
BRAND NEW 1 Kanal Double Story House For Sale Imran Khan Chowk Banigala,65000000.0,5.0,5.0,20.0,3250000.0,Bani Gala,,,
BRAND New Beautiful Spanish House For Sale In Banigala Near Korang Road,49000000.0,6.0,6.0,10.0,4900000.0,Bani Gala,,,
My Own House Available For Sale Original Pictures Attached,35000000.0,5.0,5.0,10.0,3500000.0,,,,O-9
New Beautiful Family House At Best Price,28400000.0,4.0,6.0,6.0,4733333.333333333,Soan Garden,,,
Most Luxuries Specious 3 Bedroom Corner Apartment Goldcrest Highlife-1 Nera GIGA MALL DHA Phase 2 Islamabad. . . .,32200000.000000004,3.0,4.0,14.3,2251748.251748252,Goldcrest Highlife,,,
Brand New Luxury 3 Bedroom Apartment Available For Sale Roof Top Swimming Pool Near GIGA Mall Dha Phase 2 Islamabad,15000000.0,3.0,3.0,5.2,2884615.3846153845,Al-Ghurair Giga,"Block 16, Al-Ghurair Giga",,
Brand New Luxury 3 Bedroom Apartment Available For Sale Roof Top Swimming Pool Near GIGA Mall Dha Phase 2 Islamabad,15000000.0,3.0,3.0,5.1,2941176.470588236,Goldcrest Views,,,
Size 50x90 Brand New Double Storey Luxury House For Sale IN G-13,165000000.0,7.0,7.0,20.0,8250000.0,,,,G-13
"7 Marla Brand New Grey structure Available for sale in CDA sector I-14 Islamabad , Demand 2.2 crore",22000000.0,4.0,5.0,7.0,3142857.1428571427,,,,I-14
01 Kanal Triple Storey 10 Beds House,62000000.0,10.0,,20.0,3100000.0,E-17,,,E-17/3
Size 35x70 Double Store Luxury House For Sale IN G-13,70000000.0,6.0,7.0,10.0,7000000.0,,,,G-13
6 Marla House available for sale in Korang town Islamabad,28000000.0,4.0,4.0,6.0,4666666.666666667,Korang Town,,,
Bahria Enclave Flat For Sale Sized 1250 Square Feet,15500000.0,2.0,2.0,5.6,2767857.142857143,Bahria Enclave,,,
10 Marla House Available In Bahria Enclave - Sector C1 For Sale,55000000.0,5.0,5.0,10.0,5500000.0,Bahria Enclave,,,
One Constitution    Avenue 2 Bed Luxurious Apartment For Sale,55000000.0,1.0,1.0,4.5,12222222.222222222,One Constitution Avenue,,,
"Here's a description:  Diplomatic Enclave Luxurious 2-Bedroom Semi-Furnished Apartment for Sale in Diplomatic Enclave, Islamabad",72000000.0,2.0,2.0,6.5,11076923.076923076,Diplomatic Enclave,,,
Sector C1 10 Marla 5 Bedroom Owner Build House For Sale,53500000.0,5.0,5.0,10.0,5350000.0,Bahria Enclave,,,
On Excellent Location,105000000.0,7.0,6.0,14.0,7500000.0,G-13,,,G-13/3
5 Marla House For Sale,23500000.0,4.0,6.0,5.0,4700000.0,,,,B-17
Idyllic House Available In G-16/4 For sale,38000000.0,5.0,6.0,7.0,5428571.428571428,G-16,,,G-16/4
Beautiful New House,29000000.0,4.0,6.0,7.0,4142857.142857143,Bani Gala,,,
2 Bed Apartment Sector-C-1,11000000.0,2.0,2.0,4.9,2244897.9591836734,Bahria Enclave,,,
Luxurious Triple Storey House For Sale In Prime Location Of F-7/3,650000000.0,8.0,1.0,50.0,13000000.0,F-7,,,F-7/3
"Triple Story House, Prime Location House Available For Sale In F7",650000000.0,10.0,,40.0,16250000.0,,,,F-7
10 Marla Beautiful House For Sale In Faisal Town Phase 1,48500000.0,6.0,6.0,10.0,4850000.0,Faisal Town,,,F-18
10 MARLA CORNER HOUSE FOR SALE IN FAISAL TOWN,55000000.0,6.0,7.0,10.0,5500000.0,Faisal Town,,,F-18
"House for Sale Prime Location Near F-10 Markaz, Islamabad",48000000.0,4.0,3.0,4.2,11428571.428571427,F-10,,,F-10/3
Bahria Enclave 5 Marla Grey Structure House For Sale In Sector N,15500000.0,3.0,4.0,5.0,3100000.0,Bahria Enclave,,,
Hottest Offer! 2 Bed Possession able Apartment in Park View City | 18-Month Installments | Limited Time Offer,38900000.0,2.0,2.0,5.8,6706896.551724138,Park View,"Block B, Park View City",,
Sale A House In Islamabad Prime Location,46000000.0,4.0,5.0,6.0,7666666.666666667,DHA Phase 2,,"Sector J, DHA Defence Phase 2",
"A Brand NEW House For Sale In Abdullah Garden , H 13 Islamabad",19800000.0,5.0,7.0,5.6,3535714.285714286,,,,H-13
Luxurious 1 Kanal Double Unit House For Sale In DHA Defence Phase 2 Islamabad!,118000000.0,6.0,7.0,20.0,5900000.0,DHA Defence Phase 2,,,
"Luxury 2 Bedrooms Apartment In Giga Goldcrest Views, DHA Defence Phase 2",25000000.0,2.0,2.0,8.9,2808988.764044944,DHA Defence Phase 2,,,
Premium 1-Kanal Residence For Sale In DHA 2 Walking Distance To Giga Mall,137000000.0,5.0,6.0,20.0,6850000.0,DHA Defence Phase 2,,,
"1 Kanal House for Sale DHA Phase 2, Islamabad",105000000.0,5.0,5.0,20.0,5250000.0,DHA Defence Phase 5,,,
Corner Brand New Double Luxury House For Sale In G-13 Islamabad,94000000.0,6.0,7.0,10.0,9400000.0,,,,G-13
Brand New 35X70 Luxury House For Sale In G-13 Islamabad,83000000.0,6.0,7.0,10.0,8300000.0,,,,G-13
Beautiful Designer 5 Marla Double story House For Sale Sector B Bahria Enclave Islamabad,28500000.0,3.0,3.0,5.0,5700000.0,Bahria Enclave,,,
Full House For Sale In E-7 Islamabad,750000000.0,8.0,7.0,36.0,20833333.33333333,,,,E-7
5 MARLA LUXURY BRAND NEW HOUSE AVAILABLE FOR SALE,57500000.0,4.0,5.0,5.0,11500000.0,D-12,,,D-12/1
Ideally Located Studio Apartment In J7 Emporium,11000000.0,,1.0,3.2,3437500.0,,,,B-17
Park Corner Solid Triple Storey 60x90 House for Sale in I-8,190000000.0,8.0,7.0,24.0,7916666.666666667,,,,I-8
Get In Touch Now To Buy A 2019 Square Feet Flat In The Centaurus,90000000.0,2.0,3.0,9.0,10000000.0,F-8,,,F-8
23 Marla Corner Double Storey Two Gate House,100000000.0,5.0,6.0,24.0,4166666.6666666665,Bahria Enclave,,,
Designer 7 Marla Brand New House For Sale,36500000.0,6.0,7.0,8.0,4562500.0,Faisal Town,,,F-18
House For Sale In Bahria Enclave Islamabad corner House,23000000.0,3.0,4.0,6.6,3484848.484848485,Bahria Enclave,,,
House For Sale - Short Corner,23500000.0,4.0,5.0,5.0,4700000.0,MPCHS,"Block F, MPCHS",,
"Luxurious 7 Bed House In F-8, Prime Location, CDA Transfer, Price 85Cr",850000000.0,7.0,,72.0,11805555.555555556,,,,F-8
Beautiful House With Extra Land Available For Sale,400000000.0,7.0,,26.0,15384615.384615384,,,,F-8
Elysium Mall One Bed Apartment,46500000.0,1.0,1.0,3.4,13676470.588235294,Elysium Mall,,,
H-13 Outclass Location House Near Kashmir Highway,30000000.0,6.0,6.0,8.0,3750000.0,,,,H-13
F-11 Savoy Residence 4 Bedrooms,73000000.0,4.0,4.0,16.0,4562500.0,,,,F-11
Fully Renovated Apartment C type,21000000.0,3.0,2.0,4.9,4285714.285714285,,,,G-11
4 Kanal Farm House For Sale In Banigala,180000000.0,7.0,6.0,80.0,2250000.0,Bani Gala,,,
7 MARLA DOUBLE UNIT HOUSE FOR SALE BLOCK D | 2 GAS METER | 5 Kv SOLAR,33500000.0,5.0,6.0,7.0,4785714.285714285,CBR Town Phase 1,"Block D, CBR Town Phase 1",,
Beautiful House Available For Sale,260000000.0,5.0,6.0,20.0,13000000.0,,,,F-8
F-11 Abudhabi Tower 1 Bed 800 Sqft Fully Furnished Apartment For Sale,13000000.0,,,4.0,3250000.0,F-11,,,F-11
F-10-1 Duplex House 511 Squired Yard,160000000.0,5.0,6.0,20.0,8000000.0,F-10,,,F-10/1
F-10 Duplex House For Sale Prime Location Double Storey 5 Beds,165000000.0,5.0,6.0,20.0,8250000.0,F-10,,,F-10/1
F-8/3 Reasonable Price Demolishable House For Sale,300000000.0,4.0,4.0,36.0,8333333.333333333,F-8,,,F-8/3
1070 Square Feet Apartment Is Available For Sale In 5G Emporium Plaza A block Top City Islamabad,19000000.0,2.0,,4.8,3958333.3333333335,Top City 1,"Block A, Top City 1",,
F-10/4 Front Open 6 Bed Room Size 1066 Square Yard Dead End Street,360000000.0,6.0,6.0,42.0,8571428.57142857,,,,F-10
1 Kanal House For Sale In F7 Islamabad,300000000.0,6.0,6.0,20.0,15000000.0,,,,F-7
Your Perfect Oasis Awaits! Semi-Furnished 1250 Sqft Flat For Sale On Installments In The Royal Mall & C Residency,15500000.0,2.0,2.0,5.6,2767857.142857143,Bahria Enclave,,,
B-17 Multi Garden House For Sale Block E Islamabad,42500000.0,5.0,5.0,8.0,5312500.0,MPCHS,"Block E, MPCHS",,
Luxurious 35 Marla Spanish Furnished House For Sale Prime Main Boulevard Location DHA Phase 5 Islamabad,220000000.0,6.0,6.0,34.0,6470588.235294118,DHA Defence Phase 5,,,
"Prime 2-Side Corner House for Sale in F-8, Islamabad",770000000.0,6.0,5.0,72.0,10694444.444444444,,,,F-8
"7 Marla Brand New Double Storey LOP Approved House For Sale In Jinnah Garden, Islamabad",37000000.0,5.0,7.0,7.0,5285714.285714285,Jinnah Gardens,,,
7 MARLA BRAND NEW DOUBLE STORY LOP CLEARED HOUSE FOR SALE IN JINAH GARDEN,37000000.0,5.0,7.0,7.0,5285714.285714285,Jinnah Gardens,,,
Jinah Garden 5.5 Marla Brand New Corner Luxury House For Sale Double Story With Servant Quarter,26000000.0,5.0,6.0,5.6,4642857.142857143,Jinnah Gardens,,,
3 Bedroom Unfurnished Apartment Available For Sale In F-11,42000000.0,3.0,3.0,14.2,2957746.47887324,,,,F-11
House For Sale 10 Marla,28500000.0,6.0,6.0,10.0,2850000.0,University Town,"Block D, University Town",,
"Luxurious 5 Bed House In F-8, Prime Location, CDA Transfer, Price 27 Crore",270000000.0,5.0,6.0,20.0,13500000.0,,,,F-8
"Luxurious 10 Bed House in F-8, Prime Location, CDA Transfer, Price 90 Crore",900000000.0,10.0,,72.0,12500000.0,,,,F-8
E-11 Two Bedroom Apartment For Sale.,14500000.0,2.0,2.0,5.6,2589285.7142857146,,,,E-11
E-11 Three Bedroom Apartment Available For Sale.,11500000.0,3.0,3.0,6.0,1916666.6666666667,,,,E-11
E11 Two Bedrooms Unfurnished Apartment Available For Sale,14500000.0,2.0,2.0,4.2,3452380.9523809524,,,,E-11
Stylish A+ Constructed 10 Marla Home In C-1 Block B-17 Ideal For Families,46500000.0,5.0,7.0,10.0,4650000.0,MPCHS,"Block C1, MPCHS",,
Stylish A+ Constructed 5 Marla Home in C-1 Block B-17 Ideal for Families,27000000.0,5.0,5.0,5.0,5400000.0,MPCHS,"Block C1, MPCHS",,
F-10/4 Duplex 533 Square Yards 5 Bed Room House For Sale,155000000.0,5.0,5.0,22.0,7045454.545454546,F-10,,,F-10/4
10 Marla House Is Available For Sale In Top City Block A Islamabad,45000000.0,5.0,,10.0,4500000.0,Top City 1,"Block A, Top City 1",,
F-10 Fully House For Sale,240000000.0,6.0,6.0,26.0,9230769.23076923,F-10,,,F-10/2
650 Square Feet 4th Floor Apartment Is Available For Sale In Sapphire Arcade G-15 Markaz Islamabad,5500000.0,,,2.9,1896551.7241379311,G-15 Markaz,,,G-15
F-11 Abu Dhabi Towers Apartment For Sale 5th Floor Main Location,42500000.0,2.0,3.0,12.4,3427419.3548387093,,,,F-11
E11 Galaxy House 6bed,92500000.0,6.0,7.0,16.0,5781250.0,,,,E-11
Sector H 5 Marla Back Open House For Sale in Bahria Enclave Islamabad,23500000.0,3.0,3.0,5.0,4700000.0,Bahria Enclave,,,
10 Marla House with Basement for Sale Bahria Enclave Islamabad,47500000.0,7.0,7.0,10.0,4750000.0,Bahria Enclave,,,
Prime Re-Development Opportunity: 1066 Sq. Yd. House In F-6/4 Islamabad,420000000.0,6.0,6.0,42.0,10000000.0,,,,F-6
Investment Opportunity: House For Sale With Strong Rental Income In F-8/1,450000000.0,6.0,6.0,42.0,10714285.714285716,,,,F-8
Brand New 6-Bedroom House in F-8 Islamabad - Prime Investment Opportunity!,450000000.0,6.0,6.0,36.0,12500000.0,,,,F-8
"Luxurious 6-Bedroom House on Main Double Road, F-8/4 - Spacious 1244 sq yd!",530000000.0,6.0,6.0,50.0,10600000.0,,,,F-8
"Stunning Designer House Next to Central Park DHA Phase 2, Islamabad",139500000.0,5.0,6.0,20.0,6975000.0,DHA Defence Phase 2,,,
10 Marla House Available In Top City 1 For Sale,37000000.0,5.0,6.0,10.0,3700000.0,Top City 1,,,
